loss,val_loss,accuracy,val_accuracy,top_five,test_accuracy,test_top_5_accuracy,mlp_classifer
4.0852496454901726,3.790559470653534,12.588888888888889,19.6,45.28996394230769,68.68,92.60110294117648,False
3.421081966542183,3.1713091135025024,26.133333333333333,34.5,66.63912259615384,68.68,92.60110294117648,False
3.1820317963336375,2.91352578997612,31.055555555555557,40.2,72.91165865384616,68.68,92.60110294117648,False
3.0767643967418805,2.856803774833679,33.2,40.4,72.45342548076923,68.68,92.60110294117648,False
2.9891199144065803,2.7922422289848328,35.18888888888889,42.4,74.23377403846153,68.68,92.60110294117648,False
2.5616266203264817,2.2517784237861633,46.34444444444444,54.7,86.14783653846153,68.68,92.60110294117648,False
2.3329589878413692,2.0909870266914368,53.044444444444444,61.3,88.27373798076923,68.68,92.60110294117648,False
2.2000801098262164,2.088680326938629,56.355555555555554,59.9,88.80709134615384,68.68,92.60110294117648,False
2.1089566688165595,2.0306309908628464,60.13333333333333,64.2,88.97235576923077,68.68,92.60110294117648,False
2.043815275033315,1.98969167470932,62.37777777777778,64.6,91.15084134615384,68.68,92.60110294117648,False
1.9637576164083277,1.9554157704114914,64.72222222222223,63.4,90.64002403846153,68.68,92.60110294117648,False
1.9118256568908691,1.9452118277549744,66.74444444444444,63.1,91.00060096153847,68.68,92.60110294117648,False
1.8650920336128127,1.9169535487890244,67.62222222222222,65.8,91.15084134615384,68.68,92.60110294117648,False
1.8100020483875952,1.9145471453666687,70.16666666666667,64.6,90.68509615384616,68.68,92.60110294117648,False
1.7632627757728523,1.8912696093320847,71.66666666666667,65.8,91.48888221153847,68.68,92.60110294117648,False
1.7266044185516682,1.8681628555059433,73.57777777777778,67.9,91.46634615384616,68.68,92.60110294117648,False
1.6875130394671827,1.8457727432250977,75.05555555555556,66.5,92.48798076923077,68.68,92.60110294117648,False
1.6588343906064404,1.8369955271482468,75.47777777777777,68.2,92.19501201923077,68.68,92.60110294117648,False
1.6261516868645418,1.8615274727344513,77.14444444444445,66.3,92.11989182692308,68.68,92.60110294117648,False
1.600058893785409,1.85286745429039,77.96666666666667,67.2,91.83443509615384,68.68,92.60110294117648,False
